FORMULA,CONDITION: Temperature (K),PROPERTY: Heat Capacity (J/mol K)
O2.96W1,500.0,87.86399999999999
O2.96W1,400.0,81.50399999999999
O2.96W1,300.0,72.634
O2Pb1,298.0,61.17
O2Pb1,1100.0,79.669
O2Pb1,1000.0,79.301
O2Pb1,900.0,78.602
O2Pb1,800.0,77.571
O2Pb1,700.0,76.21
O2Pb1,600.0,74.517
O2Pb1,500.0,71.69800000000001
O2Pb1,400.0,67.613
O2Pb1,300.0,61.318000000000005
O2Si1,298.0,26.581
O2Si1,2900.0,76.015
O2Si1,2800.0,75.852
O2Si1,2700.0,75.684
O2Si1,2600.0,75.509
O2Si1,2500.0,75.333
O2Si1,2400.0,75.145
O2Si1,2300.0,74.952
O2Si1,2200.0,74.751
O2Si1,2100.0,74.542
O2Si1,2000.0,74.316
O2Si1,1900.0,74.074
O2Si1,1800.0,73.814
O2Si1,1700.0,73.53399999999999
O2Si1,1600.0,73.22
O2Si1,1500.0,72.869
O2Si1,1400.0,72.467
O2Si1,1300.0,71.998
O2Si1,1200.0,71.446
O2Si1,1100.0,70.77199999999999
O2Si1,1000.0,69.923
O2Si1,900.0,68.82300000000001
O2Si1,800.0,67.337
O2Si1,700.0,65.229
O2Si1,600.0,62.049
O2Si1,500.0,56.856
O2Si1,400.0,47.413000000000004
O2Si1,300.0,27.154
O2Ti1,298.0,55.271
O2Ti1,1900.0,77.446
O2Ti1,1800.0,77.362
O2Ti1,1700.0,77.237
O2Ti1,1600.0,77.111
O2Ti1,1500.0,76.944
O2Ti1,1400.0,76.735
O2Ti1,1300.0,76.484
O2Ti1,1200.0,76.191
O2Ti1,1100.0,75.814
O2Ti1,1000.0,75.354
O2Ti1,900.0,74.726
O2Ti1,800.0,73.86
O2Ti1,700.0,72.655
O2Ti1,600.0,70.89
O2Ti1,500.0,68.145
O2Ti1,400.0,63.593
O2Ti1,300.0,55.471000000000004
O2Zr1,298.0,56.191
O2Zr1,3400.0,74.475
O2Zr1,3300.0,74.475
O2Zr1,3200.0,74.475
O2Zr1,3100.0,74.475
O2Zr1,3000.0,74.475
O2Zr1,2950.0,74.475
O2Zr1,2900.0,74.475
O2Zr1,2800.0,74.475
O2Zr1,2700.0,74.475
O2Zr1,2600.0,74.475
O2Zr1,2500.0,74.475
O2Zr1,2400.0,74.475
O2Zr1,2300.0,74.475
O2Zr1,2200.0,74.475
O2Zr1,2100.0,74.475
O2Zr1,2000.0,74.475
O2Zr1,1900.0,74.475
O2Zr1,1800.0,74.475
O2Zr1,1700.0,74.475
O2Zr1,1600.0,74.475
O2Zr1,1500.0,74.475
O2Zr1,1478.0,80.108
O2Zr1,1478.0,74.475
O2Zr1,1400.0,79.45
O2Zr1,1300.0,78.58
O2Zr1,1200.0,77.684
O2Zr1,1100.0,76.743
O2Zr1,1000.0,75.747
O2Zr1,900.0,74.663
O2Zr1,800.0,73.45
O2Zr1,700.0,72.023
O2Zr1,600.0,70.237
O2Zr1,500.0,67.764
O2Zr1,400.0,63.848
O2Zr1,300.0,56.262
O3V2,298.0,104.963
O3V2,2700.0,193.437
O3V2,2600.0,189.97799999999998
O3V2,2500.0,186.52599999999998
O3V2,2400.0,183.08599999999998
O3V2,2340.0,181.021
O3V2,,179.655
O3V2,2200.0,176.24599999999998
O3V2,2100.0,172.847
O3V2,2000.0,169.468
O3V2,1900.0,166.112
O3V2,1800.0,162.782
O3V2,1700.0,159.481
O3V2,1600.0,156.221
O3V2,1500.0,153.005
O3V2,1400.0,149.841
O3V2,1300.0,146.741
O3V2,1200.0,143.718
O3V2,1100.0,140.786
O3V2,1000.0,137.957
O3V2,900.0,135.246
O3V2,800.0,132.639
O3V2,700.0,130.071
O3V2,600.0,127.32600000000001
O3V2,500.0,123.75
O3V2,400.0,117.54
O3V2,300.0,105.26
O4Pb2Si1,298.0,136.984
O4Pb2Si1,1900.0,201.292
O4Pb2Si1,1800.0,200.12099999999998
O4Pb2Si1,1700.0,199.033
O4Pb2Si1,1600.0,197.903
O4Pb2Si1,1500.0,196.648
O4Pb2Si1,1400.0,195.30900000000003
O4Pb2Si1,1300.0,193.71900000000002
O4Pb2Si1,1200.0,192.046
O4Pb2Si1,1100.0,190.79
O4Pb2Si1,1000.0,189.11700000000002
O4Pb2Si1,900.0,186.774
O4Pb2Si1,800.0,184.18
O4Pb2Si1,700.0,180.12099999999998
O4Pb2Si1,600.0,173.343
O4Pb2Si1,500.0,163.762
O4Pb2Si1,400.0,152.005
O4Pb2Si1,300.0,137.235
O4S1Zn1,298.0,99.035
O4S1Zn1,1900.0,145.185
O4S1Zn1,1800.0,145.185
O4S1Zn1,1700.0,145.185
O4S1Zn1,1600.0,145.185
O4S1Zn1,1500.0,145.185
O4S1Zn1,1400.0,145.185
O4S1Zn1,1300.0,145.185
O4S1Zn1,1200.0,145.185
O4S1Zn1,1100.0,145.185
O4S1Zn1,1013.0,142.13
O4S1Zn1,1013.0,145.185
O4S1Zn1,1000.0,142.005
O4S1Zn1,900.0,140.875
O4S1Zn1,800.0,139.704
O4S1Zn1,700.0,138.57399999999998
O4S1Zn1,600.0,137.444
O4S1Zn1,540.0,136.817
O4S1Zn1,540.0,136.817
O4S1Zn1,500.0,131.21
O4S1Zn1,400.0,116.022
O4S1Zn1,300.0,99.37
O4Si1Zr1,298.0,98.65899999999999
O4Si1Zr1,2900.0,150.624
O4Si1Zr1,2800.0,150.624
O4Si1Zr1,2700.0,150.624
O4Si1Zr1,2600.0,150.624
O4Si1Zr1,2500.0,150.624
O4Si1Zr1,2400.0,150.624
O4Si1Zr1,2300.0,150.624
O4Si1Zr1,2200.0,150.624
O4Si1Zr1,2100.0,150.624
O4Si1Zr1,2000.0,150.624
O4Si1Zr1,1900.0,150.624
O4Si1Zr1,1800.0,150.624
O4Si1Zr1,1700.0,150.624
O4Si1Zr1,1600.0,150.624
O4Si1Zr1,1500.0,150.624
O4Si1Zr1,1400.0,150.415
O4Si1Zr1,1300.0,150.164
O4Si1Zr1,1200.0,149.704
O4Si1Zr1,1100.0,148.741
O4Si1Zr1,1000.0,147.27700000000002
O4Si1Zr1,900.0,145.268
O4Si1Zr1,800.0,142.674
O4Si1Zr1,700.0,138.825
O4Si1Zr1,600.0,133.679
O4Si1Zr1,500.0,125.93799999999999
O4Si1Zr1,400.0,114.64200000000001
O4Si1Zr1,300.0,99.119
P1,298.0,23.825
P1,900.0,26.485
P1,800.0,26.485
P1,700.0,26.485
P1,600.0,26.485
P1,500.0,26.485
P1,450.0,25.997
P1,400.0,25.313000000000002
P1,350.0,24.730999999999998
P1,317.3,24.351
P1,300.0,23.87
P4S3,298.0,146.44
P4S3,1900.0,146.44
P4S3,1800.0,146.44
P4S3,1700.0,146.44
P4S3,1600.0,146.44
P4S3,1500.0,146.44
P4S3,1400.0,146.44
P4S3,1300.0,146.44
P4S3,1200.0,146.44
P4S3,1100.0,146.44
P4S3,1000.0,146.44
P4S3,900.0,146.44
P4S3,800.0,146.44
P4S3,700.0,146.44
P4S3,600.0,146.44
P4S3,500.0,146.44
P4S3,440.0,146.44
P4S3,400.0,146.44
P4S3,300.0,146.44
Pb1S1,1700.0,62.551
Pb1S1,1600.0,61.714
Pb1S1,1500.0,60.876999999999995
Pb1S1,1400.0,59.957
Pb1S1,1300.0,59.036
Pb1S1,1200.0,58.074
Pb1S1,1100.0,57.153
Pb1S1,1000.0,56.191
Pb1S1,900.0,55.271
Pb1S1,800.0,54.308
Pb1S1,700.0,53.346000000000004
Pb1S1,600.0,52.38399999999999
Pb1S1,500.0,51.463
Pb1S1,400.0,50.458999999999996
Pb1S1,300.0,49.455
Pb1S1,298.0,-49.438
Rb1,500.0,49.699
Rb1,450.0,45.082
Rb1,400.0,40.465
Rb1,350.0,35.848
Rb1,312.65,32.400999999999996
Rb1,300.0,31.188000000000002
Rb1,298.0,31.061999999999998
S1,700.0,31.045
S1,600.0,28.995
S1,500.0,26.945
S1,450.0,25.92
S1,400.0,24.895
S1,368.3,24.246
S1,350.0,23.87
S1,300.0,22.744
S1,298.0,22.698
S1Sr1,2900.0,66.212
S1Sr1,2800.0,65.689
S1Sr1,2700.0,65.166
S1Sr1,2600.0,64.643
S1Sr1,2500.0,64.12
S1Sr1,2400.0,63.597
S1Sr1,2300.0,63.074
S1Sr1,2200.0,62.551
S1Sr1,2100.0,62.028
S1Sr1,2000.0,61.505
S1Sr1,1900.0,60.982
S1Sr1,1800.0,60.458999999999996
S1Sr1,1700.0,59.951
S1Sr1,1600.0,59.455
S1Sr1,1500.0,58.937
S1Sr1,1400.0,58.409
S1Sr1,1300.0,57.87
S1Sr1,1200.0,57.321000000000005
S1Sr1,1100.0,56.777
S1Sr1,1000.0,56.233000000000004
S1Sr1,900.0,55.522
S1Sr1,800.0,54.894
S1Sr1,700.0,54.099
S1Sr1,600.0,53.178999999999995
S1Sr1,500.0,51.882
S1Sr1,400.0,50.208
S1Sr1,300.0,48.727
S1Sr1,298.0,48.702
Sr1,1400.0,38.801
Sr1,1300.0,37.604
Sr1,1200.0,36.428000000000004
Sr1,1100.0,35.273
Sr1,1000.0,34.139
Sr1,900.0,33.027
Sr1,820.0,32.150999999999996
Sr1,800.0,31.935
Sr1,700.0,30.864
Sr1,600.0,29.814
Sr1,500.0,28.785
Sr1,450.0,28.278000000000002
Sr1,400.0,27.776999999999997
Sr1,350.0,27.298000000000002
Sr1,300.0,26.809
Sr1,298.0,26.791
Ti1,1600.0,55.22
Ti1,1500.0,49.763999999999996
Ti1,1400.0,44.948
Ti1,1300.0,40.771
Ti1,1200.0,37.233000000000004
Ti1,1166.0,36.175
Ti1,1100.0,34.334
Ti1,1000.0,32.074
Ti1,900.0,30.454
Ti1,800.0,29.471999999999998
Ti1,700.0,29.135
Ti1,600.0,28.596
Ti1,500.0,27.877
Ti1,450.0,27.418000000000003
Ti1,400.0,26.862
Ti1,350.0,26.169
Ti1,300.0,25.276
Ti1,298.0,25.238000000000003
V1,2600.0,52.028
V1,2500.0,50.103
V1,2400.0,48.178999999999995
V1,2300.0,46.254
V1,2200.0,44.32899999999999
V1,2190.0,44.141000000000005
V1,2100.0,42.468
V1,2000.0,40.92
V1,1900.0,39.539
V1,1800.0,38.2
V1,1700.0,37.028
V1,1600.0,35.857
V1,1500.0,34.811
V1,1400.0,33.806999999999995
V1,1300.0,32.74
V1,1200.0,31.798000000000002
V1,1100.0,30.878
V1,1000.0,30.083000000000002
V1,900.0,29.372
V1,800.0,28.66
V1,700.0,28.033
V1,600.0,27.489
V1,500.0,26.945
V1,450.0,26.61
V1,400.0,26.234
V1,350.0,25.680999999999997
V1,300.0,24.928
V1,298.0,24.896
W1,4700.0,122.12
W1,4600.0,116.62899999999999
W1,4500.0,111.137
W1,4400.0,105.646
W1,4300.0,100.154
W1,4200.0,94.663
W1,4100.0,89.171
W1,4000.0,83.68
W1,3900.0,78.188
W1,3800.0,72.697
W1,3700.0,67.205
W1,3680.0,66.149
W1,3600.0,61.714
W1,3500.0,56.483999999999995
W1,3400.0,52.3
W1,3300.0,48.953
W1,3200.0,46.023999999999994
W1,3100.0,43.43
W1,3000.0,41.003
W1,2900.0,39.12
W1,2800.0,37.446999999999996
W1,2700.0,36.192
W1,2600.0,35.246
W1,2500.0,34.736
W1,2400.0,34.233000000000004
W1,2300.0,33.736
W1,2200.0,33.238
W1,2100.0,32.744
W1,2000.0,32.254
W1,1900.0,31.765
W1,1800.0,31.284000000000002
W1,1700.0,30.807
W1,1600.0,30.334
W1,1500.0,29.862
W1,1400.0,29.393
W1,1300.0,28.93
W1,1200.0,28.471999999999998
W1,1100.0,28.017
W1,1000.0,27.564
W1,900.0,27.112
W1,800.0,26.669
W1,700.0,26.229
W1,600.0,25.79
W1,500.0,25.359
W1,450.0,25.144000000000002
W1,400.0,24.928
W1,350.0,24.644000000000002
W1,300.0,24.313000000000002
W1,298.0,24.295
Zn1,900.0,32.716
Zn1,800.0,31.284000000000002
Zn1,700.0,29.9
Zn1,692.73,29.802
Zn1,600.0,28.588
Zn1,500.0,27.386
Zn1,450.0,26.843000000000004
Zn1,400.0,26.346
Zn1,350.0,25.889
Zn1,300.0,25.406
Zn1,298.0,25.386999999999997
Zr1,1600.0,37.762
Zr1,1500.0,36.846
Zr1,1400.0,35.806999999999995
Zr1,1300.0,34.681
Zr1,1200.0,33.501999999999995
Zr1,1135.0,32.724000000000004
Zr1,1100.0,32.306
Zr1,1000.0,31.128
Zr1,900.0,30.003
Zr1,800.0,28.965999999999998
Zr1,700.0,28.053
Zr1,600.0,27.281
Zr1,500.0,26.564
Zr1,450.0,26.246
Zr1,400.0,25.935
Zr1,350.0,25.605999999999998
Zr1,300.0,
Zr1,298.0,25.201999999999998
